UID                 		level		m_spent		m_received		i_sold		i_bought
gamongdu111         		97.00		0.00000		0.00000		0.00000		500.00000
ttphiho2943         		62.00		194692.00000		0.00000		0.00000		0.00000
akumi42             		57.00		138166.00000		630000.00000		800.00000		401.00000
daubanhran123       		28.00		0.00000		0.00000		434.00000		651.00000
trieuyenlinhyqafq   		82.00		1589928.00000		0.00000		450.00000		150.00000
anhcanhso1          		82.00		1000000.00000		2100000.00000		0.00000		700.00000
cuulongtoankich7    		94.00		0.00000		180000.00000		400.00000		300.00000
lovehonje           		86.00		1500000.00000		0.00000		3150.00000		2151.00000
lamaal7             		40.00		0.00000		0.00000		400.00000		200.00000
kkjjhhjjkk          		97.00		0.00000		0.00000		0.00000		0.00000
phat01887899399     		93.00		0.00000		0.00000		200.00000		0.00000
pemumu2k6           		93.00		2400000.00000		52500000.00000		200.00000		8532.00000
as122143            		99.00		800000.00000		0.00000		500.00000		1000.00000
tinhyeuvotan3       		86.00		5000000.00000		1000000.00000		10501.00000		7910.00000
tuilabo123v         		96.00		11690000.00000		0.00000		300.00000		0.00000
cuxtamlauchuy       		79.00		0.00000		0.00000		4500.00000		4500.00000
hankissbin1         		90.00		0.00000		2000000.00000		0.00000		500.00000
maimai1tinhyeutn0311		90.00		0.00000		0.00000		0.00000		0.00000
zvinhtuy            		63.00		560000.00000		0.00000		1000.00000		0.00000
maimai1tinhyeutn0316		90.00		0.00000		0.00000		0.00000		0.00000
c4mgj4ca0           		89.00		0.00000		0.00000		300.00000		1528.00000
nguyencongphat1988888		99.00		0.00000		3330000.00000		0.00000		1000.00000
danghoang83         		90.00		36000000.00000		0.00000		0.00000		0.00000
viplexuantruong123  		95.00		0.00000		7390000.00000		0.00000		100.00000
quanlytiemgame1     		95.00		0.00000		1000000.00000		100.00000		100.00000
avayne1620          		98.00		1000000.00000		0.00000		0.00000		350.00000
resetslavewafa      		82.00		0.00000		0.00000		450.00000		1050.00000
tinhlagi0914viet2   		86.00		0.00000		0.00000		0.00000		100.00000
huongtaunga         		77.00		0.00000		0.00000		0.00000		200.00000
volam8230hn         		88.00		0.00000		0.00000		0.00000		0.00000
dedianh1144hp       		93.00		0.00000		0.00000		0.00000		2100.00000
phamthian131087     		99.00		0.00000		0.00000		0.00000		301.00000
nh0xbu0n0368        		96.00		0.00000		0.00000		4032.00000		0.00000
gianghihcm          		98.00		0.00000		0.00000		0.00000		0.00000
caycaukhivn         		97.00		4300000.00000		0.00000		0.00000		300.00000
hoangsangonlgdak    		80.00		0.00000		0.00000		750.00000		750.00000
tadocvip20005000    		99.00		0.00000		0.00000		0.00000		500.00000
trungson246         		90.00		0.00000		0.00000		100.00000		4550.00000
bibidong1984        		98.00		0.00000		0.00000		0.00000		0.00000
sugianhanloai1984   		99.00		0.00000		1500000.00000		1200.00000		600.00000
longlongtvvn        		87.00		102000000.00000		45000000.00000		0.00000		0.00000
kesjtinh0123        		98.00		6600000.00000		40000000.00000		2305.00000		4314.00000
cinemax85tt         		97.00		1300000.00000		0.00000		0.00000		100.00000
chipbor8x           		99.00		30000000.00000		8000000.00000		0.00000		0.00000
myvinh04            		99.00		6000000.00000		1760000.00000		10709.00000		7706.00000
iitruonggiacuwdp    		82.00		2934269.00000		0.00000		750.00000		300.00000
thaixelem3333       		96.00		0.00000		0.00000		0.00000		13950.00000
zid.brbao1340       		96.00		48000000.00000		4000000.00000		1200.00000		0.00000
anhthuan3xlop7      		88.00		0.00000		0.00000		0.00000		0.00000
embo2411            		82.00		22500000.00000		0.00000		0.00000		350.00000
ta0k0biet222        		99.00		0.00000		0.00000		2450.00000		0.00000
chiquyet114vn       		99.00		23000000.00000		23400000.00000		0.00000		0.00000
zid.bakerucnsl7     		99.00		2800000.00000		0.00000		0.00000		0.00000
tieuquyqx           		73.00		0.00000		3600850.00000		0.00000		1820.00000
daisuquan999        		96.00		0.00000		0.00000		1000.00000		1900.00000
rongchieudetieit    		80.00		0.00000		0.00000		450.00000		300.00000
1991hiralio1991     		99.00		0.00000		0.00000		100.00000		0.00000
DUONGGIATHUONGTHEKI21		93.00		0.00000		0.00000		0.00000		0.00000
danhthanhlamnhan2015		99.00		0.00000		0.00000		1400.00000		0.00000
0khaikt             		99.00		0.00000		2700000.00000		2400.00000		0.00000
loictm33e           		99.00		400000.00000		800000.00000		400.00000		600.00000
hajtacthaj123       		99.00		0.00000		14110000.00000		0.00000		0.00000
thek3nzy            		99.00		0.00000		0.00000		0.00000		0.00000
tranvithai2003      		99.00		4010000.00000		4500000.00000		8800.00000		2704.00000
hungs110            		99.00		0.00000		800000.00000		100.00000		700.00000
anhbuichinhanh      		22.00		0.00000		0.00000		304.00000		707.00000
loictm33x           		96.00		1400000.00000		9660000.00000		200.00000		100.00000
nguyenngoco         		99.00		0.00000		0.00000		900.00000		700.00000
tvday07             		96.00		0.00000		0.00000		1400.00000		5250.00000
satthu222222222     		85.00		8000000.00000		0.00000		0.00000		8500.00000
teika0884           		92.00		0.00000		0.00000		0.00000		1500.00000
xosopbachduzng      		79.00		0.00000		0.00000		2250.00000		2250.00000
nguyenquangkhai97bn 		99.00		0.00000		480000.00000		300.00000		0.00000
anh5phuocthai       		94.00		0.00000		0.00000		0.00000		500.00000
xaphu20pro          		85.00		7790000.00000		0.00000		100.00000		100.00000
emlavodangkiem2016  		99.00		1500000.00000		3000000.00000		4150.00000		2800.00000
tranhongphuong0937136427		51.00		0.00000		0.00000		0.00000		100.00000
chuberongobqr       		80.00		0.00000		0.00000		300.00000		0.00000
1stv0l4m            		99.00		0.00000		0.00000		200.00000		500.00000
loidaithanhdo1992   		70.00		0.00000		0.00000		0.00000		0.00000
xachdep2tat         		88.00		0.00000		0.00000		0.00000		16100.00000
zphuoc98            		61.00		1700000.00000		0.00000		0.00000		0.00000
teika1931           		92.00		0.00000		0.00000		0.00000		1200.00000
cobekatty2          		91.00		15830000.00000		7170000.00000		5400.00000		11400.00000
caliathiatialia     		99.00		0.00000		2000000.00000		102.00000		200.00000
caffemunt007        		97.00		0.00000		0.00000		205.00000		1640.00000
minhvl2013          		91.00		11490000.00000		19000000.00000		3900.00000		4703.00000
mocaybac22          		81.00		0.00000		0.00000		0.00000		0.00000
minhvt0123456       		85.00		0.00000		0.00000		300.00000		100.00000
buontrongtim2021    		96.00		30000.00000		0.00000		0.00000		0.00000
imagine96iqzp       		84.00		0.00000		0.00000		0.00000		300.00000
ks.dinhmen999       		46.00		0.00000		0.00000		200.00000		0.00000
hoahong01py         		99.00		0.00000		220000.00000		9400.00000		6200.00000
hoabinh9196         		86.00		31600000.00000		0.00000		600.00000		700.00000
phut.cuoii          		68.00		44750000.00000		0.00000		0.00000		200.00000
vuxuannamphong2012  		99.00		2000000.00000		0.00000		200.00000		0.00000
babylove23101992    		91.00		0.00000		7500000.00000		0.00000		0.00000
toilawin03          		92.00		7000000.00000		0.00000		0.00000		0.00000
duykute2050         		93.00		0.00000		0.00000		0.00000		1000.00000
vuamoclop9c         		75.00		0.00000		0.00000		0.00000		0.00000
xbantien1           		98.00		0.00000		7000000.00000		3300.00000		1000.00000
teika0085           		91.00		0.00000		0.00000		0.00000		300.00000
teika0084           		91.00		0.00000		44895.00000		0.00000		0.00000
nguyenvantruyen81   		86.00		0.00000		0.00000		0.00000		600.00000
teika0082           		87.00		0.00000		0.00000		0.00000		900.00000
docnhantruyhon1     		99.00		0.00000		0.00000		0.00000		400.00000
teika0080           		86.00		0.00000		37044.00000		0.00000		0.00000
lovechau97vn1       		86.00		0.00000		0.00000		0.00000		400.00000
BACHXA003           		96.00		0.00000		0.00000		2300.00000		2100.00000
xalongmind16z       		83.00		0.00000		0.00000		2250.00000		2100.00000
loictm333           		95.00		12110000.00000		16787678.00000		900.00000		1200.00000
teika6309           		92.00		0.00000		33857.00000		0.00000		0.00000
vuhuyhoi009         		98.00		0.00000		0.00000		100.00000		800.00000
songdebut           		99.00		0.00000		0.00000		0.00000		500.00000
quan077tanh088      		32.00		0.00000		0.00000		1500.00000		0.00000
cuteocodondeocanai  		99.00		14000000.00000		0.00000		3000.00000		0.00000
facebook520146      		59.00		2000000.00000		0.00000		100.00000		700.00000
menlinhbaoson0080   		87.00		439633.00000		0.00000		0.00000		1500.00000
canhqdhc            		94.00		0.00000		0.00000		200.00000		0.00000
pehakhung851        		85.00		41007646.00000		0.00000		0.00000		0.00000
menlinhbaoson0085   		87.00		0.00000		0.00000		0.00000		900.00000
chuoi8006           		99.00		0.00000		2000000.00000		700.00000		0.00000
lungdanhthienha004  		44.00		10000.00000		0.00000		1450.00000		150.00000
vigameanhkho000     		95.00		0.00000		0.00000		200.00000		100.00000
emoigiodayo6gr      		79.00		0.00000		0.00000		300.00000		0.00000
lungdanhthienha003  		50.00		0.00000		0.00000		250.00000		1650.00000
dathaolc            		99.00		0.00000		0.00000		0.00000		540.00000
thongandtrinh       		99.00		0.00000		0.00000		0.00000		0.00000
vangbao01           		79.00		4988297.00000		0.00000		0.00000		100.00000
stv0l4m             		89.00		0.00000		0.00000		0.00000		200.00000
cherenlsd1doanhtruon		79.00		0.00000		0.00000		150.00000		150.00000
nguyennguyenxinh    		80.00		0.00000		500000.00000		1500.00000		100.00000
nhoanh190213        		98.00		0.00000		25000000.00000		300.00000		0.00000
kimhoangsapa4       		99.00		1000000.00000		0.00000		1100.00000		0.00000
winy1111            		99.00		0.00000		0.00000		108.00000		0.00000
thieulammotdam      		53.00		0.00000		41773.00000		6120.00000		0.00000
doducnghia1983      		99.00		0.00000		550000.00000		301.00000		903.00000
e0985046624e        		82.00		8000000.00000		2000000.00000		0.00000		2450.00000
nhocty18091         		95.00		0.00000		0.00000		0.00000		0.00000
hungthinh13111      		75.00		0.00000		0.00000		700.00000		0.00000
nguyenthuyenhn      		99.00		0.00000		1000000.00000		205.00000		0.00000
headedboy2012       		98.00		0.00000		500000.00000		200.00000		700.00000
teika6307           		92.00		0.00000		0.00000		0.00000		300.00000
auduongthancong     		99.00		150000.00000		1370000.00000		0.00000		400.00000
mitsuhikoj1kt       		83.00		0.00000		0.00000		2100.00000		1200.00000
maiminhhan11089     		97.00		1500000.00000		0.00000		600.00000		0.00000
thienvuongkythuy    		98.00		100000.00000		0.00000		0.00000		0.00000
iinjckv0l4m         		99.00		0.00000		0.00000		0.00000		500.00000
trivntreorepnhien   		80.00		0.00000		0.00000		150.00000		150.00000
uylongtuan9         		77.00		0.00000		0.00000		100.00000		0.00000
asamata001          		99.00		0.00000		0.00000		5000.00000		14196.00000
lmqhtqb1995         		59.00		0.00000		0.00000		1900.00000		0.00000
tranchihai2011      		95.00		0.00000		0.00000		0.00000		1200.00000
tomcuirezojkxr      		84.00		0.00000		0.00000		150.00000		0.00000
vutruongchung15     		85.00		0.00000		0.00000		6300.00000		700.00000
doanthoanam22       		87.00		0.00000		0.00000		100.00000		0.00000
clansprovn          		46.00		0.00000		0.00000		0.00000		0.00000
conganh46           		99.00		0.00000		3500000.00000		1801.00000		4515.00000
teika2487           		92.00		0.00000		22868.00000		0.00000		0.00000
windowxp05          		94.00		0.00000		0.00000		0.00000		100.00000
0975595073a         		98.00		0.00000		0.00000		100.00000		816.00000
thiennhaxac1        		99.00		0.00000		0.00000		0.00000		1000.00000
nhathuyvipboy       		99.00		5000000.00000		0.00000		2269.00000		1638.00000
x190015200          		94.00		3450000.00000		0.00000		0.00000		400.00000
hiepsigocong        		99.00		150000.00000		860000.00000		300.00000		400.00000
teika2489           		92.00		0.00000		29114.00000		0.00000		0.00000
nhatan19972014      		87.00		0.00000		0.00000		0.00000		0.00000
kabukiaof           		99.00		0.00000		100000.00000		0.00000		0.00000
conganh48           		98.00		3500000.00000		0.00000		10519.00000		5425.00000
phubaby999          		97.00		0.00000		0.00000		5600.00000		13600.00000
thisismylove9999    		93.00		0.00000		1000000.00000		0.00000		0.00000
ladyrose1996vn      		99.00		0.00000		0.00000		100.00000		0.00000
shmode1             		99.00		0.00000		0.00000		0.00000		0.00000
thieulamquyen96xz   		99.00		0.00000		0.00000		200.00000		0.00000
anhladantruong1234  		99.00		0.00000		3000000.00000		1700.00000		8616.00000
cave16tq            		94.00		300000.00000		0.00000		0.00000		0.00000
doantuananh26       		95.00		38000000.00000		0.00000		0.00000		0.00000
chungainhung1       		99.00		12000000.00000		0.00000		600.00000		600.00000
satthudinh123pk     		98.00		22400000.00000		167000000.00000		7900.00000		17900.00000
mrthon290169        		96.00		0.00000		400000.00000		600.00000		0.00000
daonhatnam1984      		94.00		0.00000		0.00000		0.00000		11000.00000
cinemax85x          		97.00		0.00000		0.00000		350.00000		350.00000
teika3281           		92.00		0.00000		22615.00000		0.00000		0.00000
cinemax85z          		79.00		0.00000		0.00000		0.00000		0.00000
themoon198514       		98.00		0.00000		0.00000		0.00000		200.00000
phamchauttnnth1     		99.00		0.00000		0.00000		500.00000		2000.00000
prolaanhmaynek      		59.00		0.00000		0.00000		0.00000		0.00000
tangtuanvinh        		99.00		0.00000		45000000.00000		0.00000		700.00000
anhquan994qq        		70.00		0.00000		0.00000		300.00000		300.00000
bongnhungnhoveem01  		81.00		10000.00000		0.00000		0.00000		219.00000
123beloz            		59.00		0.00000		0.00000		0.00000		1463.00000
vietnam1256         		98.00		0.00000		0.00000		0.00000		0.00000
minhtuann123193     		86.00		12900000.00000		0.00000		1000.00000		0.00000
trannguyenanhkhoa2010		98.00		1000000.00000		0.00000		0.00000		0.00000
yeuem81000          		97.00		1800000.00000		0.00000		438.00000		350.00000
zkhatmau            		94.00		0.00000		0.00000		0.00000		800.00000
teika9867           		89.00		0.00000		35148.00000		0.00000		0.00000
doinole111          		67.00		3000000.00000		0.00000		0.00000		1800.00000
zzzmiss20411zzz     		95.00		0.00000		3120000.00000		0.00000		0.00000
khadaisoai2         		97.00		0.00000		0.00000		9206.00000		2100.00000
patasii1995         		99.00		0.00000		0.00000		0.00000		0.00000
hunggavodoi2050     		81.00		500000.00000		0.00000		0.00000		400.00000
panamagnqv          		81.00		0.00000		0.00000		0.00000		300.00000
zvinhz0123          		95.00		0.00000		14000000.00000		0.00000		300.00000
x5anhduy            		91.00		0.00000		0.00000		0.00000		0.00000
nhokvbonus1         		95.00		0.00000		0.00000		2000.00000		701.00000
lamviet007          		99.00		0.00000		0.00000		6150.00000		0.00000
thucthao180709748906		99.00		43000000.00000		44000000.00000		400.00000		16150.00000
tienvu1995pro       		66.00		0.00000		0.00000		0.00000		0.00000
hiepphu2013vn       		82.00		0.00000		0.00000		0.00000		1400.00000
motngayemseve8      		88.00		12350000.00000		0.00000		0.00000		350.00000
trungngai86         		67.00		1440000.00000		700000.00000		2300.00000		200.00000
k14mydungqr2e       		82.00		193200.00000		0.00000		0.00000		1050.00000
xusothantien261993  		96.00		0.00000		2000000.00000		3000.00000		0.00000
t01689300002        		99.00		36080000.00000		53000000.00000		1533.00000		1800.00000
nguyenquangkhai1997bn		60.00		480000.00000		0.00000		0.00000		200.00000
prongokkim          		97.00		6940000.00000		15900000.00000		1400.00000		1700.00000
xinh20202050        		99.00		7300000.00000		0.00000		8000.00000		400.00000
mentanglong1203     		88.00		0.00000		83767.00000		0.00000		0.00000
nhtl068402          		99.00		0.00000		5000000.00000		500.00000		508.00000
asdasd32021999      		11.00		0.00000		350000.00000		0.00000		0.00000
buivandoanxnd       		99.00		0.00000		0.00000		1500.00000		0.00000
malhiep18091990     		99.00		0.00000		0.00000		200.00000		0.00000
anhbantuan030tv     		91.00		50000.00000		0.00000		0.00000		0.00000
handoi78978989      		43.00		0.00000		0.00000		0.00000		1024.00000
levanchungpro21     		82.00		0.00000		10000.00000		1050.00000		700.00000
bossluz17           		86.00		0.00000		200000.00000		0.00000		0.00000
xaytruvaycjap       		79.00		1305411.00000		0.00000		750.00000		600.00000
ndprovn1996         		87.00		0.00000		0.00000		0.00000		4600.00000
nghenhandieu        		90.00		0.00000		0.00000		0.00000		0.00000
dkmdivedau          		90.00		0.00000		0.00000		0.00000		500.00000
gioyngmikhoatua     		79.00		0.00000		0.00000		750.00000		750.00000
nguyenhao.96        		95.00		200000.00000		0.00000		1158.00000		2550.00000
aduma300            		89.00		0.00000		0.00000		0.00000		0.00000
volam2253330vn      		99.00		0.00000		340000.00000		0.00000		0.00000
haxuantinh19        		94.00		0.00000		0.00000		0.00000		300.00000
nguyenvanhuynh2023  		99.00		0.00000		0.00000		0.00000		0.00000
tuoity1221          		95.00		0.00000		2000000.00000		0.00000		0.00000
04myfriends         		99.00		13406940.00000		500000.00000		600.00000		400.00000
vohongan132         		98.00		200000.00000		0.00000		0.00000		0.00000
1stvampiredk01      		99.00		500000.00000		710000.00000		0.00000		600.00000
dhtl52mt            		98.00		0.00000		2000000.00000		200.00000		100.00000
cauutdu007          		96.00		3300000.00000		0.00000		1505.00000		2107.00000
tomhichic           		86.00		0.00000		650000.00000		1400.00000		0.00000
kimhoangsapa2       		93.00		0.00000		0.00000		0.00000		300.00000
rua8887             		99.00		0.00000		0.00000		600.00000		0.00000
sunshineintherain25 		96.00		0.00000		700000.00000		0.00000		0.00000
anhtubanhkinhdoanh  		93.00		0.00000		13000000.00000		0.00000		9653.00000
hoantamtq1          		99.00		0.00000		0.00000		400.00000		200.00000
dinhduc779          		98.00		2890000.00000		47550000.00000		800.00000		800.00000
dinhduc778          		96.00		0.00000		120000.00000		400.00000		0.00000
teika11860          		89.00		0.00000		0.00000		0.00000		300.00000
teika11861          		92.00		0.00000		0.00000		0.00000		300.00000
teika11862          		92.00		0.00000		0.00000		0.00000		600.00000
ruakool1996hn       		99.00		0.00000		0.00000		200.00000		0.00000
hoainiemtruongvinhhoa111		99.00		0.00000		0.00000		66242.00000		100.00000
caonguyen7891991    		69.00		500000.00000		0.00000		1812.00000		200.00000
cong19792000        		99.00		0.00000		0.00000		0.00000		0.00000
laclongthan1989     		87.00		50000.00000		0.00000		0.00000		0.00000
laclongthan1987     		51.00		400000.00000		180000.00000		100.00000		0.00000
badguys1102         		99.00		0.00000		0.00000		0.00000		0.00000
quancuong8588vt     		99.00		0.00000		0.00000		550.00000		0.00000
sodua94             		96.00		2200000.00000		1200000.00000		900.00000		500.00000
pechchara4          		47.00		0.00000		500000.00000		1100.00000		600.00000
llkhicon4           		53.00		13000000.00000		13000000.00000		39550.00000		19400.00000
duongminh1986bt     		95.00		0.00000		20000000.00000		0.00000		300.00000
trumduylong2511     		95.00		42500000.00000		43000000.00000		0.00000		0.00000
cudasieutoc6        		98.00		25500000.00000		3800000.00000		17300.00000		13264.00000
hcdoan7             		97.00		0.00000		0.00000		0.00000		200.00000
ny9875              		8.00		0.00000		1015.00000		540.00000		0.00000
dichminhquy007      		65.00		0.00000		1900000.00000		0.00000		1404.00000
conlinh01           		99.00		0.00000		0.00000		68438.00000		2600.00000
tuyetmuahad6md      		82.00		0.00000		0.00000		0.00000		900.00000
tfrutangvannut      		79.00		0.00000		0.00000		150.00000		150.00000
longthanh4u         		38.00		3000000.00000		0.00000		0.00000		0.00000
anhthuoclao2        		73.00		486720.00000		17321.00000		400.00000		2800.00000
teika3675           		90.00		0.00000		0.00000		0.00000		900.00000
linh113haha         		58.00		0.00000		200000.00000		0.00000		0.00000
junecbb             		99.00		500000.00000		0.00000		0.00000		200.00000
natalemai40         		96.00		0.00000		0.00000		0.00000		200.00000
trieudoanhdoanh     		99.00		0.00000		100000.00000		0.00000		0.00000
myblua61993         		70.00		5250000000.00000		0.00000		0.00000		0.00000
congchuama990       		80.00		0.00000		28428.00000		1004.00000		1212.00000
gaylxag95           		87.00		64500000.00000		48000000.00000		4100.00000		4100.00000
langtuchoigame01    		98.00		0.00000		0.00000		0.00000		0.00000
huongtinhcu1983     		97.00		0.00000		7900000.00000		200.00000		2944.00000
ducanh20ducb11y     		84.00		0.00000		0.00000		4200.00000		4050.00000
huongtinhcu1981     		82.00		7900000.00000		0.00000		100.00000		0.00000
nguyenvannhivc      		71.00		5645000.00000		0.00000		0.00000		0.00000
myfamylylove        		99.00		9000000.00000		16700000.00000		11650.00000		0.00000
volamdongta1        		99.00		0.00000		0.00000		0.00000		0.00000
menhanglong0220     		89.00		0.00000		0.00000		0.00000		600.00000
t0iyeuvietnam2015   		65.00		1000000.00000		0.00000		350.00000		0.00000
soigiarungrang1000000		83.00		900000.00000		200000.00000		2500.00000		2500.00000
baochung320         		84.00		0.00000		1080000.00000		0.00000		0.00000
gauyeu119x          		99.00		0.00000		0.00000		4000.00000		900.00000
nhatkjemtjeu        		96.00		0.00000		0.00000		0.00000		2100.00000
hainguyennguyen100888		99.00		40000000.00000		10000000.00000		400.00000		2600.00000
nhockullovestory2015		77.00		0.00000		7500000.00000		700.00000		0.00000
silexa              		49.00		0.00000		100000.00000		0.00000		0.00000
kieuphanvicf        		83.00		0.00000		0.00000		0.00000		450.00000
ngaisreudakchum     		80.00		0.00000		0.00000		150.00000		150.00000
lozpagia1234        		99.00		0.00000		0.00000		0.00000		400.00000
saplayvo1122        		93.00		0.00000		0.00000		0.00000		500.00000
sangkola132         		48.00		0.00000		20000.00000		350.00000		350.00000
hothilanthanh2507   		73.00		51750000.00000		25100000.00000		10100.00000		7400.00000
tamhg2211           		87.00		0.00000		0.00000		0.00000		0.00000
chuyeuquyenkg1990kg 		99.00		200000.00000		0.00000		0.00000		0.00000
anhthanhlg1994      		99.00		0.00000		0.00000		400.00000		4800.00000
buffam              		99.00		0.00000		0.00000		0.00000		1000.00000
thapdienmaiphucdn800		99.00		0.00000		0.00000		350.00000		350.00000
thapdienmaiphucdn801		83.00		0.00000		70000000.00000		0.00000		0.00000
lylanb              		80.00		2010001.00000		2000000.00000		0.00000		1821.00000
dovanhung9900       		99.00		150000.00000		0.00000		0.00000		0.00000
lehoanglac1995      		95.00		0.00000		0.00000		0.00000		0.00000
mungtoiyeusjgv      		83.00		0.00000		0.00000		0.00000		600.00000
