UID                 		level		m_spent		m_received		i_sold		i_bought
pehakhung851        		85.00		0.00000		0.00000		0.00000		100.00000
nguyenngoctrung8888 		94.00		0.00000		0.00000		0.00000		100.00000
khocvole132588      		98.00		1400000.00000		0.00000		0.00000		0.00000
0vuilachinh0        		96.00		0.00000		8880000.00000		0.00000		600.00000
tungnl98            		99.00		0.00000		0.00000		0.00000		0.00000
smilelove911        		90.00		0.00000		300000.00000		0.00000		0.00000
lungdanhthienha003  		34.00		0.00000		500000.00000		0.00000		0.00000
dathaolc            		99.00		0.00000		0.00000		0.00000		300.00000
idun7x              		95.00		0.00000		0.00000		0.00000		100.00000
danphongcum1        		97.00		0.00000		0.00000		0.00000		0.00000
cherenlsd1doanhtruon		79.00		0.00000		0.00000		300.00000		300.00000
nguyennguyenxinh    		79.00		0.00000		0.00000		1500.00000		0.00000
trandangxuyen1992   		97.00		2000000.00000		0.00000		7500.00000		1500.00000
zkck11              		96.00		0.00000		600000.00000		0.00000		0.00000
winy1111            		99.00		0.00000		0.00000		350.00000		850.00000
bjl0ve02            		99.00		990000.00000		0.00000		0.00000		0.00000
lulietphuong2       		99.00		0.00000		5200000.00000		200.00000		0.00000
khoilamgihetdupfcy  		82.00		0.00000		0.00000		0.00000		450.00000
hoangdhxd08         		99.00		0.00000		0.00000		0.00000		350.00000
nhocty18091         		95.00		0.00000		0.00000		0.00000		0.00000
nguyenthilanhuong1982		96.00		48000000.00000		0.00000		0.00000		0.00000
volam640288         		83.00		0.00000		1000000.00000		5301.00000		8758.00000
hungthinh13111      		75.00		0.00000		0.00000		500.00000		0.00000
nguyenthuyenhn      		99.00		0.00000		0.00000		0.00000		0.00000
xnguyentung3        		97.00		0.00000		0.00000		0.00000		200.00000
headedboy2012       		98.00		0.00000		0.00000		500.00000		1500.00000
maiminhhan11089     		97.00		0.00000		0.00000		300.00000		0.00000
thienvuongkythuy    		98.00		0.00000		0.00000		0.00000		300.00000
vipgalata95         		99.00		0.00000		770000.00000		0.00000		0.00000
liemcanchumnien     		79.00		0.00000		0.00000		450.00000		0.00000
phongvatuan6789     		95.00		13600000.00000		0.00000		1300.00000		500.00000
kimphuongtran34     		51.00		0.00000		510000.00000		7400.00000		500.00000
lmqhtqb1995         		59.00		0.00000		0.00000		131088.00000		0.00000
tinhphu82th         		98.00		0.00000		0.00000		1700.00000		400.00000
caoquochuy117       		81.00		44000000.00000		0.00000		0.00000		0.00000
vutruongchung15     		85.00		0.00000		0.00000		11200.00000		0.00000
novahuyung0015      		89.00		0.00000		10833.00000		0.00000		0.00000
conganh46           		99.00		0.00000		18000000.00000		600.00000		600.00000
phong19902009mc     		95.00		2700000.00000		0.00000		650.00000		1162.00000
windowxp02          		97.00		2500000.00000		0.00000		0.00000		300.00000
phanthilya          		55.00		0.00000		0.00000		0.00000		0.00000
phuoccuti1998       		95.00		0.00000		0.00000		500.00000		2400.00000
trandinhtu12099     		45.00		0.00000		0.00000		0.00000		1050.00000
vbonustkvip001      		99.00		0.00000		0.00000		1500.00000		0.00000
hoahongden8137      		98.00		0.00000		12000000.00000		100.00000		100.00000
kabukiaof           		99.00		0.00000		100000.00000		0.00000		0.00000
moriran_2000        		82.00		0.00000		100000.00000		100.00000		0.00000
lamkhaly117         		97.00		0.00000		0.00000		0.00000		0.00000
anhpkf9ltonkho      		94.00		0.00000		100000.00000		0.00000		0.00000
quocchikt66         		86.00		0.00000		0.00000		0.00000		432.00000
anhladantruong1234  		99.00		0.00000		3250000.00000		800.00000		2872.00000
copgialtheomuon     		10.00		0.00000		0.00000		0.00000		450.00000
doantuananh26       		95.00		0.00000		1500000.00000		500.00000		3500.00000
anhkhoa0988350778   		99.00		0.00000		27000000.00000		0.00000		0.00000
buidoi0505          		97.00		0.00000		0.00000		0.00000		0.00000
mrthon290169        		96.00		0.00000		0.00000		500.00000		0.00000
1223thienbao        		94.00		0.00000		737482.00000		400.00000		700.00000
cinemax85x          		96.00		0.00000		0.00000		300.00000		200.00000
noinoiyeu888        		86.00		21500000.00000		0.00000		0.00000		0.00000
cinemax85z          		79.00		20000000.00000		0.00000		0.00000		600.00000
themoon198514       		98.00		3900000.00000		0.00000		400.00000		1200.00000
themoon198513       		97.00		0.00000		0.00000		0.00000		500.00000
gamakhonggai2010    		85.00		33200000.00000		0.00000		2200.00000		600.00000
vietnam1256         		98.00		2000000.00000		0.00000		0.00000		600.00000
minhtuann123193     		86.00		0.00000		0.00000		0.00000		0.00000
trannguyenanhkhoa2010		98.00		2110000.00000		0.00000		0.00000		0.00000
zkhatmau            		94.00		50000.00000		0.00000		0.00000		7206.00000
teika2621           		89.00		0.00000		0.00000		0.00000		600.00000
saohaiduong199      		99.00		0.00000		4000000.00000		1400.00000		1050.00000
googluckforyou6     		98.00		0.00000		0.00000		0.00000		0.00000
ngakientratjue      		80.00		0.00000		0.00000		150.00000		0.00000
khadaisoai2         		97.00		0.00000		0.00000		8750.00000		500.00000
teika9860           		89.00		0.00000		0.00000		0.00000		600.00000
pehonnhien199x      		97.00		4500000.00000		20000000.00000		1800.00000		0.00000
heoiung0kmmmmmm     		76.00		0.00000		0.00000		0.00000		209.00000
hahuutoan621111     		99.00		0.00000		0.00000		0.00000		500.00000
linhnhi15101984     		98.00		0.00000		32000000.00000		0.00000		0.00000
cosucui195          		93.00		0.00000		0.00000		0.00000		350.00000
gianhap99           		92.00		19000000.00000		0.00000		1750.00000		3150.00000
volam2142758        		99.00		0.00000		0.00000		0.00000		0.00000
thachtr4n01         		98.00		20000000.00000		16000000.00000		100.00000		100.00000
trinhnhuy00         		97.00		0.00000		0.00000		0.00000		2100.00000
teika5329           		91.00		0.00000		0.00000		0.00000		600.00000
hiepphu2013vn       		82.00		0.00000		0.00000		3500.00000		0.00000
sunghiepvolam110    		97.00		0.00000		0.00000		200.00000		200.00000
tranvu130992        		73.00		0.00000		0.00000		0.00000		0.00000
cosucui197          		91.00		93080000.00000		87250000.00000		1400.00000		800.00000
t01689300002        		99.00		15000000.00000		0.00000		0.00000		0.00000
nguyenquangkhai1997bn		60.00		0.00000		0.00000		0.00000		200.00000
prongokkim          		97.00		0.00000		500000.00000		1900.00000		100.00000
pronhock01234       		95.00		21000000.00000		0.00000		0.00000		0.00000
gachoigameqnn       		96.00		0.00000		1000000.00000		0.00000		0.00000
sjk1210             		95.00		0.00000		0.00000		100.00000		100.00000
tong13xxx           		96.00		7300000.00000		0.00000		1500.00000		2000.00000
buivandoanxnd       		99.00		0.00000		0.00000		0.00000		300.00000
phutcuoi30000       		78.00		0.00000		0.00000		200.00000		1100.00000
chjladjvang275      		99.00		0.00000		0.00000		0.00000		600.00000
volambaohapQ        		83.00		0.00000		0.00000		0.00000		100.00000
handoi78978989      		26.00		0.00000		500.00000		0.00000		0.00000
camel1991211        		99.00		0.00000		0.00000		0.00000		700.00000
nichnayaichoi       		97.00		0.00000		1200000.00000		100.00000		0.00000
aaatuan             		81.00		1400000.00000		0.00000		400.00000		0.00000
songokupro1113      		92.00		0.00000		250000.00000		0.00000		0.00000
haiphuong210        		97.00		110622000.00000		13362000.00000		100.00000		1000.00000
chuechnon6          		90.00		0.00000		0.00000		0.00000		0.00000
dkmdivedau          		90.00		0.00000		0.00000		0.00000		100.00000
vuducsu123          		98.00		6000000.00000		0.00000		200.00000		300.00000
nguyenhao.96        		95.00		0.00000		0.00000		0.00000		0.00000
nguyenvanhuynh2023  		99.00		0.00000		0.00000		0.00000		0.00000
songoku9090vn       		94.00		0.00000		0.00000		0.00000		864.00000
tuoity1221          		95.00		90000.00000		1500000.00000		0.00000		0.00000
11ltcx2             		97.00		0.00000		0.00000		0.00000		0.00000
04myfriends         		99.00		23000000.00000		0.00000		600.00000		0.00000
probotay987         		94.00		0.00000		100000.00000		0.00000		0.00000
legendary1996vvt    		92.00		0.00000		300000.00000		1208.00000		1208.00000
1stvampiredk01      		99.00		400000.00000		0.00000		350.00000		0.00000
bathoi6688          		98.00		0.00000		0.00000		5846.00000		0.00000
chen111111          		72.00		0.00000		0.00000		0.00000		1800.00000
hochihi3u1995       		92.00		5580069.00000		0.00000		0.00000		100.00000
volam2140451        		10.00		0.00000		650000.00000		1400.00000		0.00000
kidzl99vn           		91.00		0.00000		0.00000		2100.00000		0.00000
hoanglatao2014      		70.00		0.00000		200000.00000		0.00000		0.00000
rua8887             		99.00		0.00000		48000000.00000		0.00000		0.00000
daikafa000          		61.00		1900000.00000		0.00000		0.00000		0.00000
hoantamtq1          		99.00		20000000.00000		0.00000		750.00000		962.00000
billy511            		62.00		0.00000		0.00000		0.00000		100.00000
thieulamvotongquyen113		78.00		0.00000		90000.00000		0.00000		0.00000
acbbvl213           		65.00		9000000.00000		0.00000		3300.00000		400.00000
howl2001hn          		97.00		0.00000		0.00000		0.00000		200.00000
vdk5ho10            		98.00		0.00000		1000000.00000		400.00000		1800.00000
laclongthan1989     		87.00		0.00000		30000.00000		1500.00000		1200.00000
cacsacloly          		90.00		0.00000		0.00000		0.00000		432.00000
baomua320           		81.00		226000000.00000		160000000.00000		1750.00000		1050.00000
sodua94             		96.00		20000000.00000		30000000.00000		1500.00000		5098.00000
vuthanhtrungmc01    		80.00		0.00000		0.00000		0.00000		7500.00000
llkhicon4           		53.00		0.00000		0.00000		78700.00000		47800.00000
duongminh1986bt     		95.00		0.00000		1000000.00000		0.00000		0.00000
lieuthelong1994hcm  		83.00		16577472.00000		0.00000		5600.00000		2100.00000
cautrelacleoxxwpog  		82.00		0.00000		0.00000		0.00000		300.00000
dragonheromonkey    		96.00		0.00000		20000000.00000		0.00000		100.00000
phamngocban00112000 		82.00		0.00000		2300000.00000		0.00000		0.00000
suvancung9x         		58.00		0.00000		0.00000		1050.00000		0.00000
ayatai123           		98.00		0.00000		0.00000		0.00000		0.00000
mariaozawaaaaa25    		78.00		0.00000		0.00000		0.00000		200.00000
tfrutangvannut      		79.00		0.00000		0.00000		450.00000		450.00000
huyhoczero1001      		91.00		0.00000		0.00000		0.00000		200.00000
longthanh4u         		38.00		0.00000		0.00000		0.00000		0.00000
tinhyeubatdiet0002bt		95.00		0.00000		1200000.00000		450.00000		0.00000
jerry0102           		97.00		0.00000		0.00000		0.00000		350.00000
anhthuoclao1        		79.00		0.00000		0.00000		2809.00000		0.00000
ybotbatchopvung     		79.00		0.00000		0.00000		150.00000		0.00000
lequocman123        		94.00		0.00000		1000000.00000		301.00000		0.00000
gaylxag95           		87.00		10000000.00000		0.00000		600.00000		0.00000
langtuchoigame01    		98.00		0.00000		0.00000		650.00000		0.00000
huongtinhcu1983     		97.00		0.00000		1290000.00000		700.00000		100.00000
ducanh20ducb11y     		84.00		0.00000		0.00000		0.00000		1200.00000
huongtinhcu1981     		82.00		1290000.00000		0.00000		100.00000		700.00000
monkeydsongoku      		99.00		0.00000		0.00000		0.00000		0.00000
monacofk0c          		83.00		0.00000		0.00000		1650.00000		1050.00000
myfamylylove        		99.00		0.00000		57000000.00000		0.00000		350.00000
volamdongta1        		99.00		0.00000		0.00000		0.00000		0.00000
gauyeu119x          		99.00		0.00000		0.00000		219.00000		3419.00000
nguyenvanhung200494 		92.00		0.00000		0.00000		0.00000		2922.00000
vuthanhtuantltg     		89.00		0.00000		0.00000		0.00000		0.00000
yeuthonau1          		96.00		0.00000		0.00000		0.00000		200.00000
tranvanvuong00100   		93.00		0.00000		500000.00000		0.00000		0.00000
baiban2011          		99.00		9000000.00000		25000000.00000		1100.00000		0.00000
huyvip99ndvn18      		60.00		150000.00000		300000.00000		0.00000		0.00000
naothayekhitphi     		80.00		0.00000		0.00000		750.00000		450.00000
caothulichiae       		94.00		0.00000		0.00000		3000.00000		300.00000
bandenvl2009monkey  		94.00		0.00000		0.00000		600.00000		1600.00000
lozpagia1234        		99.00		0.00000		460000.00000		1743.00000		0.00000
cogajthichbopdaj    		99.00		0.00000		0.00000		0.00000		2500.00000
saplayvo1122        		93.00		300000.00000		0.00000		0.00000		324.00000
sangkola132         		48.00		0.00000		20000.00000		1050.00000		0.00000
mptd2012            		91.00		0.00000		0.00000		0.00000		0.00000
trumchoisau2011     		93.00		0.00000		0.00000		0.00000		200.00000
tamhg2211           		87.00		0.00000		0.00000		912.00000		0.00000
anhthanhlg1994      		99.00		0.00000		0.00000		1408.00000		200.00000
nguyenhinh6688      		98.00		0.00000		200000.00000		0.00000		0.00000
buffam              		99.00		256900.00000		720000.00000		0.00000		800.00000
thapdienmaiphucdn800		99.00		0.00000		0.00000		100.00000		0.00000
thapdienmaiphucdn801		83.00		1000000.00000		0.00000		0.00000		200.00000
lylanb              		77.00		5000000.00000		12028248.00000		8100.00000		800.00000
nhoxbuon_012        		59.00		0.00000		250000.00000		0.00000		0.00000
looney86            		93.00		1000000.00000		0.00000		100.00000		5900.00000
taonele121          		71.00		0.00000		1000000.00000		0.00000		0.00000
