UID                 		level		m_spent		m_received		i_sold		i_bought
viet0926999216      		74.00		0.00000		0.00000		0.00000		0.00000
zujla9jx2           		59.00		0.00000		0.00000		300.00000		800.00000
volamthiensu2013    		88.00		17100000.00000		0.00000		2400.00000		400.00000
hugohiphop20396     		79.00		1000000.00000		0.00000		200.00000		0.00000
gamongdu113         		594.00		0.00000		0.00000		0.00000		1500.00000
gamongdu112         		595.00		0.00000		0.00000		0.00000		100.00000
heoxjnhxjnh123123   		37.00		0.00000		340000.00000		0.00000		0.00000
anhcanhso1          		82.00		0.00000		50000.00000		0.00000		0.00000
uyna1234            		71.00		9020210.00000		0.00000		1050.00000		7350.00000
123trankhanhquoc    		82.00		220000.00000		0.00000		0.00000		0.00000
toanduyvan6         		93.00		0.00000		0.00000		0.00000		500.00000
kkjjhhjjkk          		697.00		220000.00000		50000.00000		0.00000		0.00000
phat01887899399     		693.00		0.00000		0.00000		0.00000		350.00000
o01221770390o       		698.00		0.00000		0.00000		648.00000		3408.00000
tinhyeuvotan3       		699.00		2000000.00000		0.00000		400.00000		0.00000
nhokvip0153         		598.00		0.00000		0.00000		100.00000		200.00000
hankissbin5         		86.00		0.00000		0.00000		1200.00000		0.00000
hankissbin4         		86.00		0.00000		0.00000		900.00000		0.00000
chautinhtri09493334 		95.00		34000000.00000		2600000.00000		2800.00000		1400.00000
chautinhtri09493333 		599.00		0.00000		0.00000		0.00000		4900.00000
nguyenduyquang19922008		698.00		0.00000		0.00000		0.00000		0.00000
bklb06              		798.00		0.00000		4500000.00000		2550.00000		1300.00000
bronmu              		698.00		5000000.00000		1000000.00000		0.00000		2719.00000
c4mgj4ca0           		84.00		87000000.00000		53000000.00000		14274.00000		4712.00000
ngocyen2000vip      		695.00		500000.00000		0.00000		1466.00000		0.00000
toiwennuaroi1       		599.00		0.00000		0.00000		200.00000		0.00000
danghoang83         		76.00		0.00000		0.00000		200.00000		400.00000
trieuhuyentrang89   		595.00		0.00000		0.00000		0.00000		2000.00000
boyvuitinh2811      		48.00		0.00000		0.00000		0.00000		0.00000
doanthanhhiep18091990		699.00		0.00000		180000.00000		0.00000		100.00000
mrhoaiduy92         		88.00		0.00000		25010000.00000		0.00000		0.00000
baolongbang2016     		74.00		0.00000		1321670.00000		400.00000		3200.00000
nhokkiet9999        		695.00		300000.00000		0.00000		0.00000		400.00000
dd0986414807        		593.00		0.00000		0.00000		4200.00000		0.00000
buiminhduc999999    		598.00		0.00000		0.00000		0.00000		0.00000
kieunu9xhn          		594.00		0.00000		0.00000		0.00000		350.00000
phamthian131087     		599.00		0.00000		300000.00000		0.00000		300.00000
noitrouirianeang    		80.00		0.00000		0.00000		450.00000		450.00000
ruaconmylove27      		599.00		0.00000		0.00000		0.00000		1200.00000
caycaukhivn         		597.00		4350000.00000		3200000.00000		0.00000		0.00000
tadocvip20005000    		599.00		0.00000		0.00000		0.00000		1050.00000
vocuaanh10          		594.00		0.00000		0.00000		203.00000		0.00000
chepchepbk2         		598.00		7000000.00000		0.00000		0.00000		1672.00000
chepchepbk3         		599.00		14000000.00000		17000000.00000		200.00000		200.00000
bibidong1984        		698.00		0.00000		0.00000		0.00000		3876.00000
hoviethung1103      		697.00		0.00000		250000.00000		0.00000		200.00000
thunguyetonl5       		59.00		0.00000		0.00000		1100.00000		100.00000
myvinh04            		599.00		1000000.00000		6000000.00000		0.00000		1088.00000
ongtroimathbyy      		79.00		0.00000		0.00000		150.00000		150.00000
doigiangho12344     		695.00		5000000.00000		15000000.00000		0.00000		1150.00000
songvedempk3        		81.00		400000.00000		10000.00000		108.00000		216.00000
songvedempk2        		87.00		590000.00000		21430005.00000		9034.00000		3524.00000
thieulamtruong2381998		698.00		0.00000		0.00000		0.00000		0.00000
ilusm6551           		698.00		1000000.00000		0.00000		300.00000		0.00000
sontungcd800        		77.00		0.00000		0.00000		400.00000		200.00000
emmars015           		11.00		0.00000		80000.00000		546.00000		219.00000
demenyeu113         		599.00		0.00000		0.00000		0.00000		1050.00000
hontoidico123       		597.00		0.00000		0.00000		0.00000		350.00000
duythaohuong776     		697.00		0.00000		0.00000		0.00000		400.00000
bayban502           		56.00		0.00000		0.00000		23450.00000		0.00000
hoabanglang2612     		597.00		0.00000		0.00000		0.00000		700.00000
loictm33e           		599.00		7600000.00000		7738770.00000		100.00000		0.00000
hoanganhthaovnn     		699.00		2000000.00000		3000000.00000		532.00000		400.00000
thek3nzy            		99.00		0.00000		0.00000		0.00000		0.00000
tranvithai2003      		599.00		1000000.00000		9000000.00000		2000.00000		1300.00000
lovtube0001         		698.00		0.00000		0.00000		0.00000		0.00000
superjunior789vnvnvn		91.00		0.00000		0.00000		1450.00000		850.00000
cocomy94            		697.00		100000.00000		0.00000		0.00000		0.00000
leethienhau1996vn   		10.00		0.00000		0.00000		100.00000		0.00000
buff9m              		99.00		0.00000		200000.00000		0.00000		540.00000
loictm33x           		595.00		10830000.00000		0.00000		600.00000		200.00000
mochoatra02         		53.00		6429400.00000		0.00000		2000.00000		600.00000
luongpro0510        		591.00		0.00000		0.00000		0.00000		3850.00000
pequyen_uj          		91.00		0.00000		4100000.00000		6100.00000		100.00000
babyhau21           		591.00		60000.00000		0.00000		0.00000		209.00000
ducati1500g         		85.00		0.00000		0.00000		0.00000		0.00000
loictm33r           		82.00		0.00000		0.00000		0.00000		200.00000
nguyencongphat198888		599.00		9200000.00000		16020000.00000		0.00000		0.00000
audax11             		799.00		0.00000		0.00000		808.00000		1495.00000
nhocthangxd6        		697.00		1000000.00000		200000.00000		0.00000		0.00000
nhocpenn2002        		32.00		0.00000		1000000.00000		2800.00000		0.00000
lunchanh6           		74.00		2000000.00000		0.00000		0.00000		0.00000
vinhvstoan123456    		46.00		15000000.00000		0.00000		7500.00000		500.00000
tommysue9           		591.00		0.00000		20000.00000		600.00000		0.00000
nhokpi2010          		47.00		0.00000		0.00000		2800.00000		0.00000
anhtuoibg9x         		699.00		0.00000		0.00000		100.00000		1108.00000
loidaithanhdo1992   		75.00		1110000.00000		11108800.00000		1750.00000		10850.00000
chubahieu36         		696.00		0.00000		0.00000		900.00000		0.00000
prince8999          		698.00		37000000.00000		58400000.00000		2050.00000		3569.00000
thangngodixehoi     		10.00		0.00000		0.00000		600.00000		100.00000
caliathiatialia     		699.00		13000000.00000		0.00000		0.00000		0.00000
ttchp2013           		81.00		10520000.00000		0.00000		0.00000		250.00000
nplam1986           		98.00		0.00000		0.00000		200.00000		0.00000
tuanhungdh002       		599.00		1000000.00000		0.00000		0.00000		0.00000
cokhinaoroixalove   		84.00		500000.00000		0.00000		200.00000		200.00000
buontrongtim2021    		96.00		1500000.00000		0.00000		0.00000		0.00000
wuocsoch            		599.00		0.00000		0.00000		0.00000		400.00000
mq1995x40           		59.00		0.00000		0.00000		0.00000		3600.00000
hoabinh9196         		79.00		14800000.00000		0.00000		400.00000		300.00000
william1001         		77.00		0.00000		0.00000		2600.00000		0.00000
minhchil1986        		599.00		0.00000		0.00000		0.00000		200.00000
chubahieu33         		86.00		0.00000		0.00000		0.00000		500.00000
babymil0.9x         		599.00		0.00000		4800000.00000		0.00000		1600.00000
volamtruyenky20962299		86.00		0.00000		0.00000		0.00000		200.00000
thlitriathocchit    		79.00		0.00000		0.00000		150.00000		150.00000
nguyenvantruyen81   		86.00		0.00000		0.00000		0.00000		0.00000
teika0082           		87.00		0.00000		0.00000		0.00000		1800.00000
docnhantruyhon1     		599.00		0.00000		0.00000		0.00000		900.00000
motngaymuacoem2     		85.00		0.00000		0.00000		0.00000		500.00000
BACHXA003           		696.00		0.00000		0.00000		1700.00000		4000.00000
tuonugmeptramnlsb   		81.00		0.00000		0.00000		4200.00000		1950.00000
loictm333           		695.00		300000.00000		0.00000		100.00000		400.00000
legend304           		90.00		12660000.00000		3000000.00000		10641.00000		8421.00000
nhocvohan2013       		65.00		500000.00000		0.00000		0.00000		0.00000
huudungbkhn223      		592.00		90000000.00000		0.00000		0.00000		0.00000
cuteocodondeocanai  		199.00		7000000.00000		0.00000		3000.00000		300.00000
minhtuan1cs1        		52.00		0.00000		1800000.00000		8000.00000		200.00000
vudinhkhai198700    		95.00		0.00000		600000.00000		0.00000		2424.00000
iztrocvuong         		1.00		0.00000		0.00000		200.00000		0.00000
volammynu0102       		593.00		0.00000		0.00000		0.00000		150.00000
leminhtien2010zx    		599.00		0.00000		0.00000		0.00000		200.00000
viphklb00021        		699.00		0.00000		0.00000		1400.00000		4900.00000
tungnham2015        		697.00		0.00000		30004809.00000		0.00000		0.00000
009ketruytim        		592.00		0.00000		0.00000		0.00000		500.00000
chacoai17           		44.00		0.00000		0.00000		800.00000		600.00000
quynhlehy           		599.00		0.00000		0.00000		0.00000		5350.00000
thanhoangb          		596.00		0.00000		0.00000		1600.00000		400.00000
hepxoluquyjrao      		81.00		0.00000		0.00000		4350.00000		4350.00000
vl2kungfu00         		595.00		2900000.00000		0.00000		0.00000		8080.00000
NGUYENQUANGKHAI97BN 		599.00		0.00000		0.00000		200.00000		100.00000
tieuhomiennui006    		81.00		2310000.00000		0.00000		500.00000		100.00000
thanchetdennha8002  		94.00		5500000.00000		0.00000		0.00000		300.00000
hkimdinh150485      		699.00		0.00000		0.00000		200.00000		0.00000
inc6789             		94.00		0.00000		120000.00000		0.00000		0.00000
vuxuannamphong1425  		599.00		0.00000		300000.00000		350.00000		0.00000
thantienvohinh      		94.00		0.00000		0.00000		0.00000		0.00000
hoimiltieutamir     		81.00		0.00000		0.00000		600.00000		600.00000
trandangxuyen1992   		697.00		0.00000		0.00000		0.00000		0.00000
x2bangla            		595.00		0.00000		7000000.00000		219.00000		219.00000
kimhoangsapa4       		699.00		0.00000		0.00000		350.00000		0.00000
thansauvohoc10000   		699.00		30000000.00000		45500000.00000		0.00000		900.00000
sgiaminh3           		596.00		0.00000		0.00000		0.00000		100.00000
o1629978764         		65.00		7500000.00000		0.00000		0.00000		2200.00000
httcsu              		592.00		20000.00000		0.00000		0.00000		1000.00000
nhocty18091         		695.00		3537458.00000		500000.00000		7500.00000		900.00000
nguyenthilanhuong1982		594.00		0.00000		0.00000		4200.00000		5250.00000
hoahongden8139      		698.00		0.00000		0.00000		0.00000		4848.00000
missvbonus00        		79.00		0.00000		0.00000		400.00000		0.00000
minhquyen187        		86.00		5850000.00000		0.00000		0.00000		0.00000
maiminhhan11089     		696.00		0.00000		0.00000		605.00000		850.00000
thienvuongkythuy    		698.00		0.00000		0.00000		500.00000		0.00000
meophiho033         		55.00		0.00000		0.00000		0.00000		18000.00000
ng0isao1202         		64.00		11108800.00000		1110000.00000		10850.00000		0.00000
iinjckv0l4m         		598.00		550000.00000		0.00000		0.00000		0.00000
phongvatuan6789     		594.00		8000000.00000		150000.00000		3500.00000		0.00000
akha131             		597.00		0.00000		0.00000		0.00000		0.00000
dinhananhtai1993    		73.00		0.00000		0.00000		0.00000		0.00000
trongkhuong048      		599.00		0.00000		0.00000		0.00000		350.00000
vutruongchung15     		79.00		0.00000		0.00000		12000.00000		3600.00000
conganh46           		699.00		0.00000		9800000.00000		1050.00000		0.00000
haukhmerzoo123      		85.00		200000.00000		0.00000		0.00000		0.00000
0975595073a         		698.00		0.00000		0.00000		808.00000		812.00000
princeproo4         		90.00		5000866.00000		0.00000		6700.00000		600.00000
xxdpxx12c1          		73.00		0.00000		0.00000		0.00000		0.00000
hoahongden8134      		699.00		0.00000		0.00000		1000.00000		2600.00000
volam2251114        		99.00		0.00000		0.00000		0.00000		4100.00000
vbonustkvip001      		699.00		0.00000		4000000.00000		600.00000		300.00000
nhatan19972014      		87.00		0.00000		100000.00000		100.00000		0.00000
conganh48           		698.00		8000000.00000		0.00000		350.00000		450.00000
kaliba195           		93.00		43000000.00000		27000000.00000		400.00000		400.00000
nguyengiathan008    		599.00		0.00000		11730000.00000		2484.00000		0.00000
hoaianchoivl        		82.00		0.00000		300000.00000		0.00000		0.00000
lamkhaly117         		697.00		0.00000		80000.00000		1250.00000		100.00000
thehaiilove97       		594.00		0.00000		300000.00000		350.00000		0.00000
kimbumkh2000        		697.00		0.00000		1950000.00000		0.00000		219.00000
anhladantruong1234  		599.00		0.00000		0.00000		0.00000		0.00000
volam2112132        		697.00		0.00000		0.00000		0.00000		700.00000
doantuananh26       		695.00		0.00000		500000.00000		100.00000		0.00000
chungainhung1       		799.00		1000000.00000		0.00000		888.00000		0.00000
buidoi0505          		697.00		0.00000		0.00000		1002.00000		0.00000
ichigokurosaki002   		86.00		0.00000		0.00000		0.00000		13200.00000
xachdep3tat         		83.00		0.00000		0.00000		0.00000		0.00000
binhtom20111vn      		599.00		0.00000		0.00000		0.00000		1000.00000
semaiconyeu01       		591.00		0.00000		0.00000		0.00000		200.00000
acm4congtu          		598.00		0.00000		0.00000		0.00000		0.00000
huynhtanloc_1995    		86.00		100000.00000		5370000.00000		750.00000		2600.00000
trannguyenanhkhoa2010		697.00		0.00000		0.00000		0.00000		0.00000
kontumktvn2009      		599.00		8000000.00000		10000000.00000		0.00000		100.00000
iiphilong           		60.00		180000.00000		0.00000		0.00000		600.00000
nguyenvantau9vn     		88.00		400000.00000		0.00000		0.00000		0.00000
chetchanhamay2      		90.00		0.00000		0.00000		400.00000		0.00000
congtuwap9999       		85.00		0.00000		0.00000		0.00000		0.00000
vbonus3tk06         		592.00		0.00000		90000000.00000		0.00000		0.00000
phuongthao1631991   		597.00		0.00000		0.00000		0.00000		100.00000
kanziki18           		290.00		340000.00000		0.00000		0.00000		0.00000
dinhcaocongnghebk1991		82.00		40000.00000		0.00000		200.00000		0.00000
hienvabao10         		599.00		6500000.00000		1800000.00000		350.00000		1200.00000
anhtjep25091        		599.00		3700000.00000		0.00000		0.00000		400.00000
lamviet007          		599.00		0.00000		0.00000		1640.00000		3808.00000
thucthao180709748906		798.00		50000000.00000		412000000.00000		1400.00000		1700.00000
volam2142758        		799.00		0.00000		20000000.00000		1600.00000		700.00000
bodomiorang         		594.00		0.00000		0.00000		0.00000		0.00000
pechanhxixon262     		599.00		0.00000		0.00000		200.00000		300.00000
hoidau444           		596.00		0.00000		3500000.00000		450.00000		0.00000
quocthanh22041      		695.00		20000000.00000		2000000.00000		0.00000		100.00000
sunghiepvolam110    		697.00		9000000.00000		0.00000		350.00000		0.00000
hau1997vn1238       		88.00		0.00000		0.00000		0.00000		0.00000
tuananhhan95        		73.00		0.00000		0.00000		300.00000		200.00000
t01689300002        		799.00		12000000.00000		0.00000		350.00000		900.00000
ngutthongcapmusom   		79.00		0.00000		0.00000		0.00000		1200.00000
prongokkim          		696.00		11610819.00000		14000000.00000		700.00000		1700.00000
xinh20202050        		97.00		0.00000		0.00000		2400.00000		200.00000
s2o0osongnghj       		596.00		0.00000		948800.00000		0.00000		1800.00000
chesau1996          		47.00		0.00000		0.00000		0.00000		0.00000
gachoigameqnn       		696.00		0.00000		100000.00000		0.00000		100.00000
nguoichuavang10001  		53.00		0.00000		0.00000		0.00000		0.00000
buivandoanxnd       		599.00		0.00000		0.00000		708.00000		300.00000
thaptomngoalovwe    		79.00		0.00000		0.00000		2250.00000		2250.00000
malhiep18091990     		599.00		180000.00000		0.00000		0.00000		100.00000
subinbo             		91.00		0.00000		0.00000		0.00000		0.00000
terncele003         		595.00		0.00000		400000.00000		0.00000		219.00000
aaatuan             		99.00		0.00000		0.00000		500.00000		500.00000
haiphuong210        		697.00		0.00000		0.00000		0.00000		0.00000
chuechnon6          		690.00		10000000.00000		14000000.00000		3000.00000		200.00000
bossluz10           		86.00		5150000.00000		0.00000		0.00000		300.00000
gameprovl02x7       		698.00		0.00000		0.00000		0.00000		0.00000
conbuomxinhno3      		87.00		0.00000		0.00000		2340.00000		1000.00000
0k_honem            		53.00		0.00000		0.00000		200.00000		0.00000
datden85            		192.00		600000.00000		0.00000		0.00000		0.00000
luahantinhthu1989   		88.00		0.00000		0.00000		300.00000		0.00000
maulanh19782011     		599.00		0.00000		0.00000		0.00000		300.00000
congsuy013          		699.00		0.00000		46300000.00000		0.00000		3600.00000
minhthanh0974458684ok		88.00		0.00000		0.00000		0.00000		1500.00000
caytienmuaruu123    		199.00		0.00000		500000.00000		0.00000		0.00000
1stvampiredk01      		599.00		0.00000		0.00000		0.00000		2100.00000
1st0945781606       		74.00		90000.00000		0.00000		0.00000		4200.00000
tomhichic           		85.00		0.00000		0.00000		0.00000		3150.00000
sunshineintherain25 		696.00		0.00000		0.00000		500.00000		1300.00000
khangkuti113        		593.00		3040000.00000		0.00000		0.00000		0.00000
nguyenductailxnl11  		56.00		0.00000		0.00000		0.00000		2100.00000
dinhduc779          		698.00		23450000.00000		1200000.00000		0.00000		100.00000
sunshineintherain23 		86.00		0.00000		0.00000		3000.00000		500.00000
nerverlove112       		695.00		0.00000		0.00000		0.00000		0.00000
thieulamvotongquyen113		76.00		49490000.00000		20000.00000		0.00000		350.00000
babyhanvolam        		592.00		0.00000		45000000.00000		0.00000		0.00000
nguyenvanhoang10395 		88.00		0.00000		0.00000		0.00000		0.00000
thatisallshewrote   		596.00		0.00000		0.00000		0.00000		0.00000
vdk5ho10            		698.00		150000.00000		5520000.00000		1550.00000		2200.00000
laclongthan1989     		83.00		0.00000		500000.00000		200.00000		400.00000
pechchara1          		90.00		44000000.00000		0.00000		0.00000		0.00000
sohukhobau11        		90.00		0.00000		12180000.00000		1500.00000		0.00000
vanpham159          		592.00		0.00000		0.00000		350.00000		0.00000
sohukhobau17        		90.00		12180000.00000		0.00000		0.00000		0.00000
nhisacthunhilon999  		599.00		0.00000		0.00000		500.00000		500.00000
hoang0984459802     		597.00		29000000.00000		10580000.00000		10005.00000		45418.00000
junecbq             		61.00		0.00000		0.00000		9015.00000		0.00000
ayatai123           		697.00		500000.00000		0.00000		0.00000		0.00000
tandatx333          		699.00		0.00000		0.00000		15689.00000		800.00000
khanhhkvnn          		599.00		0.00000		0.00000		450.00000		0.00000
dailyx5             		599.00		0.00000		0.00000		0.00000		0.00000
apacheactac2018     		20.00		0.00000		0.00000		0.00000		0.00000
hoangdai19066       		599.00		0.00000		300000.00000		0.00000		1200.00000
nguyenanhthu191     		696.00		1200000.00000		0.00000		850.00000		1400.00000
myblua61993         		70.00		5880000000.00000		0.00000		0.00000		0.00000
volam7014831        		67.00		65049700.00000		0.00000		0.00000		0.00000
ztruongdai21        		80.00		150000.00000		0.00000		0.00000		100.00000
thtruemilk_113      		697.00		0.00000		0.00000		0.00000		1438.00000
hemnguyenhuu1       		40.00		0.00000		0.00000		322.00000		322.00000
huongtinhcu1983     		697.00		30000000.00000		12900000.00000		0.00000		0.00000
huongtinhcu1981     		80.00		12900000.00000		30000000.00000		0.00000		0.00000
myfamylylove        		699.00		0.00000		0.00000		0.00000		0.00000
netcom78911         		99.00		200000.00000		0.00000		0.00000		200.00000
trollvolam202       		599.00		2200000.00000		0.00000		0.00000		4000.00000
bezdesigner         		699.00		0.00000		0.00000		0.00000		100.00000
khuctuyettinh01     		56.00		1000000.00000		0.00000		100.00000		750.00000
yeuthonau1          		696.00		0.00000		0.00000		200.00000		600.00000
phuckhanhhkvn22     		693.00		0.00000		1300000.00000		876.00000		1664.00000
baiban2011          		599.00		0.00000		0.00000		0.00000		0.00000
tuongvy498          		63.00		0.00000		1000000.00000		0.00000		0.00000
caothulichiae       		594.00		0.00000		0.00000		1500.00000		200.00000
s2ntkh01            		693.00		0.00000		0.00000		316.00000		0.00000
lytjeutjeu1         		597.00		0.00000		0.00000		520.00000		108.00000
sanhobach           		590.00		0.00000		0.00000		350.00000		0.00000
isak111             		81.00		0.00000		0.00000		0.00000		0.00000
hothilanthanh2507   		73.00		25800000.00000		0.00000		0.00000		0.00000
tamhg2211           		86.00		450000.00000		0.00000		3500.00000		1400.00000
anhthanhlg1994      		699.00		0.00000		0.00000		600.00000		0.00000
yukisat333          		591.00		0.00000		0.00000		0.00000		0.00000
buffam              		599.00		0.00000		960000.00000		0.00000		800.00000
treophao40          		1.00		0.00000		1100.00000		300.00000		0.00000
treophao41          		1.00		0.00000		1100.00000		300.00000		0.00000
haiboduangatu1      		75.00		0.00000		1000000.00000		3850.00000		1750.00000
nguyentheluan55uw5e 		79.00		0.00000		0.00000		150.00000		150.00000
reutonhaichungcho   		79.00		0.00000		0.00000		150.00000		150.00000
a01659876580        		695.00		0.00000		0.00000		0.00000		100.00000
doquangdung1979     		699.00		0.00000		0.00000		0.00000		0.00000
vuthaicuong3456     		699.00		13450000.00000		31134051.00000		400.00000		1202.00000
babyhaychath        		599.00		8000000.00000		89000000.00000		2500.00000		0.00000
leuotkhoemi1993     		698.00		900000.00000		0.00000		0.00000		0.00000
thuongnhancaoly     		598.00		0.00000		0.00000		2300.00000		100.00000
bklhn6688           		699.00		0.00000		1580000.00000		9900.00000		10700.00000
hoaanhhung21031992  		798.00		0.00000		0.00000		0.00000		0.00000
railinhlberum       		80.00		0.00000		0.00000		150.00000		150.00000
thutoalahan111      		66.00		14800000.00000		0.00000		15000.00000		200.00000
vkyeu2393           		699.00		12998500.00000		6000000.00000		3000.00000		6300.00000
nhockplus1996       		75.00		0.00000		1200000.00000		4550.00000		0.00000
tieulinhdong172     		698.00		0.00000		0.00000		0.00000		1944.00000
duytung7592         		599.00		0.00000		1700000.00000		300.00000		0.00000
ngudocta2731998     		597.00		23600000.00000		2000000.00000		2000.00000		0.00000
bededoicuoivo555    		595.00		0.00000		0.00000		500.00000		1500.00000
felak89             		697.00		0.00000		0.00000		0.00000		0.00000
quyetvn02           		599.00		12700000.00000		500000.00000		1750.00000		1050.00000
datdendich234       		97.00		0.00000		0.00000		2500.00000		600.00000
nguyenngocphong21tuoi		593.00		8700000.00000		0.00000		0.00000		25347.00000
anhhuanhp1965       		69.00		0.00000		5500000.00000		0.00000		800.00000
nguyenthanhphuoc3336		697.00		1000000.00000		1000000.00000		0.00000		200.00000
hlong196            		72.00		750000.00000		5000000.00000		301.00000		4681.00000
songgiohatay        		699.00		0.00000		0.00000		1350.00000		1250.00000
leopqa205           		78.00		0.00000		0.00000		0.00000		3900.00000
phucantv07          		696.00		0.00000		0.00000		0.00000		0.00000
